"ym_quarter","dong","big_ind","store_cnt","sim_store_cnt","open_rat","open_cnt","close_rat","close_cnt","franchise_cnt"
20241,"송정동","분식전문점",6,6,0,0,0,0,0
20241,"송정동","수산물판매",2,2,0,0,0,0,0
20241,"송정동","슈퍼마켓",10,12,8,1,0,0,2
20241,"송정동","양식음식점",6,6,0,0,0,0,0
20241,"송정동","육류판매",6,6,0,0,0,0,0
20241,"송정동","일식음식점",2,2,0,0,0,0,0
20241,"송정동","제과점",6,6,0,0,0,0,0
20241,"송정동","중식음식점",2,2,0,0,0,0,0
20241,"송정동","청과상",4,4,0,0,0,0,0
20241,"송정동","치킨전문점",3,4,0,0,0,0,1
20241,"송정동","커피-음료",21,23,4,1,4,1,2
20241,"송정동","패스트푸드점",3,4,0,0,25,1,1
20241,"송정동","한식음식점",39,41,5,2,2,1,2
20241,"송정동","호프-간이주점",5,5,0,0,0,0,0
20241,"옥수동","미곡판매",2,2,0,0,0,0,0
20241,"옥수동","반찬가게",11,13,0,0,0,0,2
20241,"옥수동","분식전문점",10,16,13,2,13,2,6
20241,"옥수동","수산물판매",3,3,0,0,0,0,0
20241,"옥수동","슈퍼마켓",9,16,6,1,0,0,7
20241,"옥수동","양식음식점",9,9,0,0,0,0,0
20241,"옥수동","육류판매",8,9,0,0,0,0,1
20241,"옥수동","일식음식점",7,8,25,2,25,2,1
20241,"옥수동","제과점",11,15,7,1,0,0,4
20241,"옥수동","중식음식점",7,8,0,0,0,0,1
20241,"옥수동","청과상",4,4,0,0,0,0,0
20241,"옥수동","치킨전문점",3,9,0,0,0,0,6
20241,"옥수동","커피-음료",19,25,0,0,16,4,6
20241,"옥수동","패스트푸드점",8,12,0,0,0,0,4
20241,"옥수동","한식음식점",57,62,8,5,3,2,5
20241,"옥수동","호프-간이주점",8,9,0,0,0,0,1
20241,"왕십리도선동","미곡판매",9,9,0,0,0,0,0
20241,"왕십리도선동","반찬가게",26,28,0,0,4,1,2
20241,"왕십리도선동","분식전문점",44,63,5,3,2,1,19
20241,"왕십리도선동","수산물판매",8,8,0,0,0,0,0
20241,"왕십리도선동","슈퍼마켓",24,32,0,0,9,3,8
20241,"왕십리도선동","양식음식점",21,25,8,2,12,3,4
20241,"왕십리도선동","육류판매",55,55,0,0,6,3,0
20241,"왕십리도선동","일식음식점",18,21,5,1,0,0,3
20241,"왕십리도선동","제과점",18,25,4,1,4,1,7
20241,"왕십리도선동","중식음식점",15,18,6,1,6,1,3
20241,"왕십리도선동","청과상",18,18,11,2,6,1,0
20241,"왕십리도선동","치킨전문점",5,22,5,1,9,2,17
20241,"왕십리도선동","커피-음료",45,73,4,3,1,1,28
20241,"왕십리도선동","패스트푸드점",11,24,4,1,4,1,13
20241,"왕십리도선동","한식음식점",184,227,4,8,2,5,43
20241,"왕십리도선동","호프-간이주점",47,50,4,2,10,5,3
20241,"왕십리제2동","미곡판매",3,3,0,0,0,0,0
20241,"왕십리제2동","반찬가게",3,3,0,0,0,0,0
20241,"왕십리제2동","분식전문점",12,15,0,0,0,0,3
20241,"왕십리제2동","수산물판매",2,2,0,0,0,0,0
20241,"왕십리제2동","슈퍼마켓",10,15,0,0,0,0,5
20241,"왕십리제2동","양식음식점",5,8,13,1,13,1,3
20241,"왕십리제2동","육류판매",7,7,0,0,0,0,0
20241,"왕십리제2동","일식음식점",4,4,25,1,0,0,0
20241,"왕십리제2동","제과점",8,9,11,1,0,0,1
20241,"왕십리제2동","중식음식점",4,6,0,0,17,1,2
20241,"왕십리제2동","청과상",7,7,0,0,0,0,0
20241,"왕십리제2동","치킨전문점",7,12,17,2,17,2,5
20241,"왕십리제2동","커피-음료",22,25,0,0,4,1,3
20241,"왕십리제2동","패스트푸드점",5,13,15,2,8,1,8
20241,"왕십리제2동","한식음식점",46,49,0,0,2,1,3
20241,"왕십리제2동","호프-간이주점",6,7,0,0,0,0,1
20241,"용답동","미곡판매",4,4,0,0,0,0,0
20241,"용답동","반찬가게",9,10,0,0,0,0,1
20241,"용답동","분식전문점",13,20,0,0,10,2,7
20241,"용답동","수산물판매",5,5,0,0,0,0,0
20241,"용답동","슈퍼마켓",26,27,0,0,0,0,1
20241,"용답동","양식음식점",8,9,11,1,0,0,1
20241,"용답동","육류판매",22,22,0,0,0,0,0
20241,"용답동","일식음식점",9,9,0,0,0,0,0
20241,"용답동","제과점",4,5,0,0,0,0,1
20241,"용답동","중식음식점",8,8,0,0,0,0,0
20241,"용답동","청과상",10,10,0,0,10,1,0
20241,"용답동","치킨전문점",2,8,0,0,0,0,6
20241,"용답동","커피-음료",29,40,3,1,5,2,11
20241,"용답동","패스트푸드점",2,4,0,0,25,1,2
20241,"용답동","한식음식점",108,118,5,6,3,3,10
20241,"용답동","호프-간이주점",22,25,0,0,8,2,3
20241,"응봉동","미곡판매",2,2,0,0,0,0,0
20241,"응봉동","반찬가게",6,6,0,0,0,0,0
20241,"응봉동","분식전문점",5,5,0,0,0,0,0
20241,"응봉동","수산물판매",1,1,0,0,0,0,0
20241,"응봉동","슈퍼마켓",11,12,0,0,0,0,1
20241,"응봉동","양식음식점",3,3,0,0,0,0,0
20241,"응봉동","육류판매",4,4,0,0,0,0,0
20241,"응봉동","제과점",2,3,33,1,0,0,1
20241,"응봉동","중식음식점",1,1,0,0,0,0,0
20241,"응봉동","청과상",2,2,0,0,100,2,0
20241,"응봉동","치킨전문점",1,6,0,0,17,1,5
20241,"응봉동","커피-음료",7,9,0,0,0,0,2
20241,"응봉동","패스트푸드점",0,1,0,0,0,0,1
20241,"응봉동","한식음식점",9,9,0,0,0,0,0
20241,"응봉동","호프-간이주점",0,1,0,0,0,0,1
20241,"행당제1동","미곡판매",5,5,0,0,0,0,0
20241,"행당제1동","반찬가게",17,19,16,3,5,1,2
20241,"행당제1동","분식전문점",37,46,13,6,0,0,9
20241,"행당제1동","수산물판매",9,9,0,0,0,0,0
20241,"행당제1동","슈퍼마켓",15,20,10,2,10,2,5
20241,"행당제1동","양식음식점",25,32,9,3,0,0,7
20241,"행당제1동","육류판매",32,32,3,1,13,4,0
20241,"행당제1동","일식음식점",15,21,5,1,0,0,6
20241,"행당제1동","제과점",11,24,8,2,13,3,13
20241,"행당제1동","중식음식점",10,11,0,0,0,0,1
20241,"행당제1동","청과상",5,5,0,0,0,0,0
20241,"행당제1동","치킨전문점",6,19,5,1,5,1,13
20241,"행당제1동","커피-음료",36,53,4,2,4,2,17
20241,"행당제1동","패스트푸드점",7,18,0,0,6,1,11
20241,"행당제1동","한식음식점",113,138,9,13,4,6,25
20241,"행당제1동","호프-간이주점",17,18,0,0,0,0,1
20241,"행당제2동","미곡판매",1,1,0,0,0,0,0
20241,"행당제2동","반찬가게",10,11,9,1,0,0,1
20241,"행당제2동","분식전문점",6,13,15,2,0,0,7
20241,"행당제2동","수산물판매",3,3,0,0,0,0,0
20241,"행당제2동","슈퍼마켓",4,7,0,0,0,0,3
20241,"행당제2동","양식음식점",2,2,0,0,0,0,0
20241,"행당제2동","육류판매",4,4,0,0,0,0,0
20241,"행당제2동","일식음식점",2,2,0,0,0,0,0
20241,"행당제2동","제과점",5,10,20,2,10,1,5
20241,"행당제2동","중식음식점",1,3,33,1,33,1,2
20241,"행당제2동","청과상",7,7,0,0,0,0,0
20241,"행당제2동","치킨전문점",1,11,0,0,0,0,10
20241,"행당제2동","커피-음료",11,16,0,0,6,1,5
20241,"행당제2동","패스트푸드점",3,6,17,1,17,1,3
20241,"행당제2동","한식음식점",15,18,11,2,0,0,3
20241,"행당제2동","호프-간이주점",3,5,0,0,0,0,2
20242,"금호1가동","미곡판매",4,4,0,0,0,0,0
20242,"금호1가동","반찬가게",3,3,0,0,0,0,0
20242,"금호1가동","분식전문점",7,9,0,0,22,2,2
20242,"금호1가동","수산물판매",3,3,0,0,0,0,0
20242,"금호1가동","슈퍼마켓",10,12,0,0,0,0,2
20242,"금호1가동","양식음식점",6,6,0,0,0,0,0
20242,"금호1가동","육류판매",5,5,0,0,0,0,0
20242,"금호1가동","일식음식점",3,3,0,0,33,1,0
20242,"금호1가동","제과점",2,4,25,1,0,0,2
20242,"금호1가동","중식음식점",1,3,0,0,0,0,2
20242,"금호1가동","청과상",7,7,0,0,0,0,0
20242,"금호1가동","치킨전문점",3,6,17,1,17,1,3
20242,"금호1가동","커피-음료",13,17,0,0,0,0,4
20242,"금호1가동","패스트푸드점",2,6,0,0,0,0,4
20242,"금호1가동","한식음식점",22,27,7,2,4,1,5
20242,"금호1가동","호프-간이주점",8,8,13,1,0,0,0
20242,"금호2.3가동","미곡판매",3,3,0,0,0,0,0
20242,"금호2.3가동","반찬가게",12,13,8,1,0,0,1
20242,"금호2.3가동","분식전문점",19,23,0,0,0,0,4
20242,"금호2.3가동","수산물판매",5,5,0,0,0,0,0
20242,"금호2.3가동","슈퍼마켓",17,23,4,1,0,0,6
20242,"금호2.3가동","양식음식점",17,18,17,3,6,1,1
20242,"금호2.3가동","육류판매",15,15,0,0,0,0,0
20242,"금호2.3가동","일식음식점",6,7,14,1,0,0,1
20242,"금호2.3가동","제과점",7,10,10,1,10,1,3
20242,"금호2.3가동","중식음식점",5,6,0,0,17,1,1
20242,"금호2.3가동","청과상",5,5,0,0,0,0,0
20242,"금호2.3가동","치킨전문점",9,18,0,0,6,1,9
20242,"금호2.3가동","커피-음료",27,34,6,2,0,0,7
20242,"금호2.3가동","패스트푸드점",2,12,0,0,0,0,10
20242,"금호2.3가동","한식음식점",103,115,2,2,2,2,12
20242,"금호2.3가동","호프-간이주점",29,30,0,0,0,0,1
20242,"금호4가동","미곡판매",1,1,0,0,0,0,0
20242,"금호4가동","반찬가게",4,4,25,1,0,0,0
20242,"금호4가동","분식전문점",7,13,0,0,0,0,6
20242,"금호4가동","수산물판매",0,0,0,0,0,0,0
20242,"금호4가동","슈퍼마켓",7,9,0,0,0,0,2
20242,"금호4가동","양식음식점",4,4,0,0,0,0,0
20242,"금호4가동","육류판매",3,3,0,0,0,0,0
20242,"금호4가동","일식음식점",6,6,17,1,0,0,0
20242,"금호4가동","제과점",5,7,14,1,43,3,2
20242,"금호4가동","중식음식점",4,5,0,0,0,0,1
20242,"금호4가동","청과상",5,5,0,0,20,1,0
20242,"금호4가동","치킨전문점",1,7,0,0,0,0,6
20242,"금호4가동","커피-음료",15,23,4,1,22,5,8
20242,"금호4가동","패스트푸드점",3,8,0,0,0,0,5
20242,"금호4가동","한식음식점",47,50,2,1,0,0,3
20242,"금호4가동","호프-간이주점",20,20,0,0,0,0,0
20242,"마장동","미곡판매",2,2,0,0,0,0,0
20242,"마장동","반찬가게",16,16,6,1,0,0,0
20242,"마장동","분식전문점",10,13,0,0,0,0,3
20242,"마장동","수산물판매",2,2,0,0,0,0,0
20242,"마장동","슈퍼마켓",26,29,0,0,3,1,3
20242,"마장동","양식음식점",4,5,0,0,0,0,1
20242,"마장동","육류판매",1592,1592,0,6,2,28,0
20242,"마장동","일식음식점",5,5,20,1,0,0,0
20242,"마장동","제과점",2,4,0,0,0,0,2
20242,"마장동","중식음식점",5,5,0,0,0,0,0
20242,"마장동","청과상",30,30,17,5,0,0,0
20242,"마장동","치킨전문점",2,9,0,0,22,2,7
20242,"마장동","커피-음료",24,29,0,0,0,0,5
20242,"마장동","패스트푸드점",3,5,0,0,20,1,2
20242,"마장동","한식음식점",120,124,1,1,2,3,4
20242,"마장동","호프-간이주점",19,23,0,0,0,0,4
20242,"사근동","미곡판매",3,3,0,0,0,0,0
20242,"사근동","반찬가게",5,5,0,0,0,0,0
20242,"사근동","분식전문점",21,33,6,2,12,4,12
20242,"사근동","슈퍼마켓",14,17,0,0,6,1,3
20242,"사근동","양식음식점",22,26,0,0,8,2,4
20242,"사근동","육류판매",4,4,0,0,0,0,0
20242,"사근동","일식음식점",20,24,8,2,0,0,4
20242,"사근동","제과점",6,11,9,1,0,0,5
20242,"사근동","중식음식점",15,23,0,0,4,1,8
20242,"사근동","청과상",1,1,0,0,0,0,0
20242,"사근동","치킨전문점",9,19,0,0,0,0,10
20242,"사근동","커피-음료",62,88,1,1,9,8,26
20242,"사근동","패스트푸드점",11,26,0,0,4,1,15
20242,"사근동","한식음식점",119,148,5,7,0,0,29
20242,"사근동","호프-간이주점",52,67,9,6,12,8,15
20242,"성수1가제1동","미곡판매",3,3,0,0,0,0,0
20242,"성수1가제1동","반찬가게",12,12,0,0,0,0,0
20242,"성수1가제1동","분식전문점",19,20,0,0,15,3,1
20242,"성수1가제1동","수산물판매",1,1,0,0,100,1,0
20242,"성수1가제1동","슈퍼마켓",9,18,0,0,6,1,9
20242,"성수1가제1동","양식음식점",47,49,6,3,6,3,2
20242,"성수1가제1동","육류판매",5,5,0,0,0,0,0
20242,"성수1가제1동","일식음식점",15,16,6,1,0,0,1
20242,"성수1가제1동","제과점",20,21,10,2,5,1,1
20242,"성수1가제1동","중식음식점",11,13,0,0,0,0,2
20242,"성수1가제1동","청과상",4,4,0,0,0,0,0
20242,"성수1가제1동","치킨전문점",1,7,0,0,0,0,6
20242,"성수1가제1동","커피-음료",64,80,4,3,3,2,16
20242,"성수1가제1동","패스트푸드점",11,16,0,0,0,0,5
20242,"성수1가제1동","한식음식점",74,80,6,5,4,3,6
20242,"성수1가제1동","호프-간이주점",21,21,0,0,5,1,0
20242,"성수1가제2동","미곡판매",4,4,0,0,0,0,0
20242,"성수1가제2동","반찬가게",38,42,2,1,0,0,4
20242,"성수1가제2동","분식전문점",23,31,7,2,7,2,8
20242,"성수1가제2동","수산물판매",4,4,0,0,0,0,0
20242,"성수1가제2동","슈퍼마켓",17,25,12,3,0,0,8
20242,"성수1가제2동","양식음식점",101,104,7,7,8,8,3
20242,"성수1가제2동","육류판매",10,10,0,0,10,1,0
20242,"성수1가제2동","일식음식점",44,49,2,1,0,0,5
20242,"성수1가제2동","제과점",48,49,6,3,10,5,1
20242,"성수1가제2동","중식음식점",19,20,5,1,0,0,1
20242,"성수1가제2동","청과상",4,4,0,0,0,0,0
20242,"성수1가제2동","치킨전문점",4,12,0,0,0,0,8
20242,"성수1가제2동","커피-음료",194,220,4,8,6,14,26
20242,"성수1가제2동","패스트푸드점",24,30,10,3,7,2,6
20242,"성수1가제2동","한식음식점",178,195,10,19,5,9,17
20242,"성수1가제2동","호프-간이주점",51,62,0,0,5,3,11
20242,"성수2가제1동","미곡판매",9,9,0,0,0,0,0
20242,"성수2가제1동","반찬가게",31,31,0,0,0,0,0
20242,"성수2가제1동","분식전문점",29,34,6,2,6,2,5
20242,"성수2가제1동","수산물판매",10,10,0,0,0,0,0
20242,"성수2가제1동","슈퍼마켓",17,21,0,0,0,0,4
20242,"성수2가제1동","양식음식점",55,58,3,2,5,3,3
20242,"성수2가제1동","육류판매",10,10,10,1,0,0,0
20242,"성수2가제1동","일식음식점",22,23,17,4,9,2,1
20242,"성수2가제1동","제과점",28,30,3,1,3,1,2
20242,"성수2가제1동","중식음식점",10,11,9,1,9,1,1
20242,"성수2가제1동","청과상",16,16,0,0,0,0,0
20242,"성수2가제1동","치킨전문점",8,14,0,0,0,0,6
20242,"성수2가제1동","커피-음료",98,112,9,10,3,3,14
20242,"성수2가제1동","패스트푸드점",21,24,0,0,0,0,3
20242,"성수2가제1동","한식음식점",144,157,3,4,4,6,13
20242,"성수2가제1동","호프-간이주점",54,59,0,0,5,3,5
20242,"성수2가제3동","미곡판매",5,5,0,0,0,0,0
20242,"성수2가제3동","반찬가게",75,77,1,1,3,2,2
20242,"성수2가제3동","분식전문점",25,31,3,1,3,1,6
20242,"성수2가제3동","수산물판매",2,2,0,0,0,0,0
20242,"성수2가제3동","슈퍼마켓",28,44,9,4,0,0,16
20242,"성수2가제3동","양식음식점",66,70,4,3,0,0,4
20242,"성수2가제3동","육류판매",18,18,0,0,0,0,0
20242,"성수2가제3동","일식음식점",54,62,8,5,5,3,8
20242,"성수2가제3동","제과점",34,42,7,3,0,0,8
20242,"성수2가제3동","중식음식점",23,30,3,1,3,1,7
20242,"성수2가제3동","청과상",13,13,0,0,0,0,0
20242,"성수2가제3동","치킨전문점",4,11,0,0,0,0,7
20242,"성수2가제3동","커피-음료",167,204,4,9,2,3,37
20242,"성수2가제3동","패스트푸드점",24,38,3,1,3,1,14
20242,"성수2가제3동","한식음식점",259,294,4,11,4,13,35
20242,"성수2가제3동","호프-간이주점",55,66,2,1,5,3,11
20242,"송정동","미곡판매",2,2,0,0,0,0,0
20242,"송정동","반찬가게",2,2,0,0,0,0,0
20242,"송정동","분식전문점",6,6,0,0,0,0,0
20242,"송정동","수산물판매",2,2,0,0,0,0,0
20242,"송정동","슈퍼마켓",9,11,0,0,9,1,2
20242,"송정동","양식음식점",8,8,25,2,0,0,0
20242,"송정동","육류판매",6,6,0,0,0,0,0
20242,"송정동","일식음식점",2,2,0,0,0,0,0
20242,"송정동","제과점",6,6,0,0,0,0,0
20242,"송정동","중식음식점",2,2,0,0,0,0,0
20242,"송정동","청과상",4,4,0,0,0,0,0
20242,"송정동","치킨전문점",3,4,0,0,0,0,1
20242,"송정동","커피-음료",22,24,8,2,4,1,2
20242,"송정동","패스트푸드점",3,4,0,0,0,0,1
20242,"송정동","한식음식점",41,43,5,2,0,0,2
20242,"송정동","호프-간이주점",5,5,0,0,0,0,0
20242,"옥수동","미곡판매",2,2,0,0,0,0,0
20242,"옥수동","반찬가게",11,13,0,0,0,0,2
20242,"옥수동","분식전문점",11,16,6,1,6,1,5
20242,"옥수동","수산물판매",3,3,0,0,0,0,0
20242,"옥수동","슈퍼마켓",9,16,0,0,0,0,7
20242,"옥수동","양식음식점",9,9,0,0,0,0,0
20242,"옥수동","육류판매",8,9,0,0,0,0,1
20242,"옥수동","일식음식점",7,8,0,0,0,0,1
20242,"옥수동","제과점",11,15,0,0,0,0,4
20242,"옥수동","중식음식점",7,8,0,0,0,0,1
20242,"옥수동","청과상",4,4,0,0,0,0,0
20242,"옥수동","치킨전문점",3,9,0,0,0,0,6
20242,"옥수동","커피-음료",21,27,7,2,0,0,6
20242,"옥수동","패스트푸드점",9,12,8,1,8,1,3
20242,"옥수동","한식음식점",59,64,3,2,0,0,5
20242,"옥수동","호프-간이주점",8,9,0,0,0,0,1
20242,"왕십리도선동","미곡판매",8,8,0,0,13,1,0
20242,"왕십리도선동","반찬가게",27,29,3,1,0,0,2
20242,"왕십리도선동","분식전문점",44,61,3,2,7,4,17
20242,"왕십리도선동","수산물판매",7,7,0,0,14,1,0
20242,"왕십리도선동","슈퍼마켓",24,33,3,1,0,0,9
20242,"왕십리도선동","양식음식점",21,24,0,0,4,1,3
20242,"왕십리도선동","육류판매",54,54,0,0,2,1,0
20242,"왕십리도선동","일식음식점",16,19,0,0,11,2,3
20242,"왕십리도선동","제과점",18,24,4,1,8,2,6
20242,"왕십리도선동","중식음식점",15,18,0,0,0,0,3
20242,"왕십리도선동","청과상",17,17,0,0,6,1,0
20242,"왕십리도선동","치킨전문점",5,22,0,0,0,0,17
20242,"왕십리도선동","커피-음료",46,74,8,6,7,5,28
20242,"왕십리도선동","패스트푸드점",8,22,5,1,14,3,14
20242,"왕십리도선동","한식음식점",186,224,4,8,5,11,38
20242,"왕십리도선동","호프-간이주점",50,53,6,3,0,0,3
20242,"왕십리제2동","미곡판매",3,3,0,0,0,0,0
20242,"왕십리제2동","반찬가게",3,3,0,0,0,0,0
20242,"왕십리제2동","분식전문점",12,15,0,0,0,0,3
20242,"왕십리제2동","수산물판매",2,2,0,0,0,0,0
20242,"왕십리제2동","슈퍼마켓",10,15,0,0,0,0,5
20242,"왕십리제2동","양식음식점",5,8,0,0,0,0,3
20242,"왕십리제2동","육류판매",7,7,0,0,0,0,0
20242,"왕십리제2동","일식음식점",4,4,0,0,0,0,0
20242,"왕십리제2동","제과점",8,9,11,1,11,1,1
20242,"왕십리제2동","중식음식점",4,6,0,0,0,0,2
20242,"왕십리제2동","청과상",6,6,0,0,17,1,0
20242,"왕십리제2동","치킨전문점",7,12,0,0,0,0,5
20242,"왕십리제2동","커피-음료",22,25,0,0,0,0,3
20242,"왕십리제2동","패스트푸드점",5,14,7,1,0,0,9
20242,"왕십리제2동","한식음식점",45,48,2,1,4,2,3
20242,"왕십리제2동","호프-간이주점",6,7,0,0,0,0,1
20242,"용답동","미곡판매",4,4,0,0,0,0,0
20242,"용답동","반찬가게",8,9,11,1,22,2,1
20242,"용답동","분식전문점",15,22,14,3,5,1,7
20242,"용답동","수산물판매",5,5,0,0,0,0,0
20242,"용답동","슈퍼마켓",26,27,0,0,0,0,1
20242,"용답동","양식음식점",7,8,0,0,13,1,1
20242,"용답동","육류판매",22,22,0,0,0,0,0
20242,"용답동","일식음식점",8,8,13,1,25,2,0
20242,"용답동","제과점",3,4,0,0,25,1,1
20242,"용답동","중식음식점",7,7,0,0,14,1,0
20242,"용답동","청과상",11,11,9,1,0,0,0
20242,"용답동","치킨전문점",2,8,13,1,13,1,6
20242,"용답동","커피-음료",28,39,5,2,8,3,11
20242,"용답동","패스트푸드점",2,4,0,0,0,0,2
20242,"용답동","한식음식점",112,121,6,7,3,4,9
20242,"용답동","호프-간이주점",22,25,8,2,8,2,3
20242,"응봉동","미곡판매",2,2,0,0,0,0,0
20242,"응봉동","반찬가게",6,6,0,0,0,0,0
20242,"응봉동","분식전문점",5,5,0,0,0,0,0
20242,"응봉동","수산물판매",1,1,0,0,0,0,0
20242,"응봉동","슈퍼마켓",11,14,14,2,0,0,3
20242,"응봉동","양식음식점",3,3,0,0,0,0,0
20242,"응봉동","육류판매",4,4,0,0,0,0,0
20242,"응봉동","제과점",2,3,0,0,0,0,1
20242,"응봉동","중식음식점",1,1,0,0,0,0,0
20242,"응봉동","청과상",2,2,0,0,0,0,0
20242,"응봉동","치킨전문점",1,6,0,0,0,0,5
20242,"응봉동","커피-음료",7,9,11,1,11,1,2
20242,"응봉동","패스트푸드점",0,1,0,0,0,0,1
20242,"응봉동","한식음식점",9,9,0,0,0,0,0
20242,"응봉동","호프-간이주점",1,2,50,1,0,0,1
20242,"행당제1동","미곡판매",5,5,0,0,0,0,0
20242,"행당제1동","반찬가게",17,19,0,0,0,0,2
20242,"행당제1동","분식전문점",38,47,4,2,2,1,9
20242,"행당제1동","수산물판매",9,9,0,0,0,0,0
20242,"행당제1동","슈퍼마켓",15,21,5,1,0,0,6
20242,"행당제1동","양식음식점",22,29,0,0,10,3,7
20242,"행당제1동","육류판매",32,32,0,0,0,0,0
20242,"행당제1동","일식음식점",16,22,5,1,0,0,6
20242,"행당제1동","제과점",11,24,4,1,4,1,13
20242,"행당제1동","중식음식점",10,11,0,0,0,0,1
20242,"행당제1동","청과상",5,5,0,0,0,0,0
20242,"행당제1동","치킨전문점",4,16,0,0,19,3,12
20242,"행당제1동","커피-음료",36,54,7,4,6,3,18
20242,"행당제1동","패스트푸드점",7,17,0,0,6,1,10
20242,"행당제1동","한식음식점",113,138,4,6,4,6,25
20242,"행당제1동","호프-간이주점",18,19,5,1,0,0,1
20242,"행당제2동","미곡판매",1,1,0,0,0,0,0
20242,"행당제2동","반찬가게",10,11,0,0,0,0,1
20242,"행당제2동","분식전문점",6,13,0,0,0,0,7
20242,"행당제2동","수산물판매",2,2,0,0,50,1,0
20242,"행당제2동","슈퍼마켓",4,7,14,1,14,1,3
20242,"행당제2동","양식음식점",2,2,0,0,0,0,0
20242,"행당제2동","육류판매",4,4,0,0,0,0,0
20242,"행당제2동","일식음식점",2,2,0,0,0,0,0
20242,"행당제2동","제과점",5,10,0,0,0,0,5
20242,"행당제2동","중식음식점",1,3,0,0,0,0,2
20242,"행당제2동","청과상",7,7,0,0,0,0,0
20242,"행당제2동","치킨전문점",1,11,9,1,9,1,10
20242,"행당제2동","커피-음료",11,16,0,0,0,0,5
20242,"행당제2동","패스트푸드점",3,6,0,0,0,0,3
20242,"행당제2동","한식음식점",16,19,5,1,0,0,3
20242,"행당제2동","호프-간이주점",3,5,0,0,0,0,2
20243,"금호1가동","미곡판매",4,4,0,0,0,0,0
20243,"금호1가동","반찬가게",4,4,25,1,0,0,0
20243,"금호1가동","분식전문점",6,8,0,0,13,1,2
20243,"금호1가동","수산물판매",3,3,0,0,0,0,0
20243,"금호1가동","슈퍼마켓",9,11,0,0,9,1,2
20243,"금호1가동","양식음식점",6,6,0,0,0,0,0
20243,"금호1가동","육류판매",5,5,0,0,0,0,0
20243,"금호1가동","일식음식점",3,3,0,0,0,0,0
20243,"금호1가동","제과점",2,3,0,0,33,1,1
20243,"금호1가동","중식음식점",1,3,0,0,0,0,2
20243,"금호1가동","청과상",7,7,0,0,0,0,0
20243,"금호1가동","치킨전문점",2,5,0,0,20,1,3
20243,"금호1가동","커피-음료",15,19,11,2,0,0,4
20243,"금호1가동","패스트푸드점",2,6,0,0,0,0,4
20243,"금호1가동","한식음식점",23,28,7,2,4,1,5
20243,"금호1가동","호프-간이주점",7,7,0,0,14,1,0
20243,"금호2.3가동","미곡판매",3,3,0,0,0,0,0
20243,"금호2.3가동","반찬가게",11,12,0,0,8,1,1
20243,"금호2.3가동","분식전문점",20,24,4,1,0,0,4
20243,"금호2.3가동","수산물판매",5,5,0,0,0,0,0
20243,"금호2.3가동","슈퍼마켓",16,21,0,0,10,2,5
20243,"금호2.3가동","양식음식점",14,15,0,0,20,3,1
20243,"금호2.3가동","육류판매",14,14,7,1,14,2,0
20243,"금호2.3가동","일식음식점",7,8,13,1,0,0,1
20243,"금호2.3가동","제과점",7,10,0,0,0,0,3
20243,"금호2.3가동","중식음식점",5,6,0,0,0,0,1
20243,"금호2.3가동","청과상",5,5,0,0,0,0,0
20243,"금호2.3가동","치킨전문점",9,19,5,1,0,0,10
20243,"금호2.3가동","커피-음료",27,34,3,1,3,1,7
20243,"금호2.3가동","패스트푸드점",2,12,0,0,0,0,10
20243,"금호2.3가동","한식음식점",105,116,9,10,8,9,11
20243,"금호2.3가동","호프-간이주점",27,28,0,0,7,2,1
20243,"금호4가동","미곡판매",1,1,0,0,0,0,0
20243,"금호4가동","반찬가게",4,4,0,0,0,0,0
20243,"금호4가동","분식전문점",7,12,0,0,8,1,5
20243,"금호4가동","수산물판매",0,0,0,0,0,0,0
20243,"금호4가동","슈퍼마켓",8,10,10,1,0,0,2
20243,"금호4가동","양식음식점",4,4,0,0,0,0,0
20243,"금호4가동","육류판매",3,3,0,0,0,0,0
20243,"금호4가동","일식음식점",7,7,14,1,0,0,0
20243,"금호4가동","제과점",5,7,0,0,0,0,2
20243,"금호4가동","중식음식점",4,5,0,0,0,0,1
20243,"금호4가동","청과상",5,5,0,0,0,0,0
20243,"금호4가동","치킨전문점",1,6,0,0,17,1,5
20243,"금호4가동","커피-음료",15,23,0,0,0,0,8
20243,"금호4가동","패스트푸드점",4,9,11,1,0,0,5
20243,"금호4가동","한식음식점",46,49,4,2,6,3,3
20243,"금호4가동","호프-간이주점",20,20,0,0,0,0,0
20243,"마장동","미곡판매",2,2,0,0,0,0,0
20243,"마장동","반찬가게",16,16,6,1,6,1,0
20243,"마장동","분식전문점",10,13,0,0,0,0,3
20243,"마장동","수산물판매",2,2,0,0,0,0,0
20243,"마장동","슈퍼마켓",25,28,4,1,7,2,3
20243,"마장동","양식음식점",4,5,0,0,0,0,1
20243,"마장동","육류판매",1581,1581,1,16,2,27,0
20243,"마장동","일식음식점",3,3,0,0,67,2,0
20243,"마장동","제과점",3,5,20,1,0,0,2
20243,"마장동","중식음식점",5,5,0,0,0,0,0
20243,"마장동","청과상",37,37,19,7,0,0,0
20243,"마장동","치킨전문점",2,9,0,0,0,0,7
20243,"마장동","커피-음료",22,27,4,1,11,3,5
20243,"마장동","패스트푸드점",3,5,0,0,0,0,2
20243,"마장동","한식음식점",116,120,5,6,8,10,4
20243,"마장동","호프-간이주점",18,22,0,0,5,1,4
20243,"사근동","미곡판매",3,3,0,0,0,0,0
